0.721541, 2.07949
0.941082, 1.14071
0.871027, 1.81846
0.976873, 0.619447
0.584852, 0.798628
0.678434, 1.59757
0.695135, 1.41069
0.563539, 0.232607
0.0238739, 1.24493
0.576424, 0.358667
0.57406, 0.506154
0.305865, 1.30016
0.589643, 0.723315
0.738604, 2.05144
0.937436, 1.06091
0.797618, 2.0746
0.635585, 1.12711
0.93906, 1.00716
0.657742, 1.21334
0.792601, 2.11951
0.81166, 2.15479
0.225245, 1.82044
0.264877, 1.56161
0.916601, 1.10712
0.253414, 1.90969
0.577481, 0.655766
0.352038, 0.400374
0.132061, 2.21009
0.770292, 2.23437
0.681684, 1.63673
0.118884, 2.30179
0.409771, 0.308102
0.154285, 2.3307
0.35172, 0.729814
0.358408, 0.705163
0.638415, 1.12274
0.514878, -0.000655764
0.268299, 1.73739
0.463973, -0.0399038
0.904992, 1.42232
0.367293, 0.538743
0.416228, 0.417159
0.791076, 1.84913
0.101413, 2.13103
0.74829, 2.15923
0.826128, 2.09851
0.0360299, 1.5837
0.929217, 1.17372
0.741684, 2.02608
0.273778, 1.3972
